sector,symbol,effective_from,available_from,effective_to,weight,source
XLP,CAG,2020-03-31,2020-06-01,2099-12-31,.96511919677,SEC-NPORT-2020q2
XLP,CAG,2020-06-30,2020-08-27,2099-12-31,1.066637187738,SEC-NPORT-2020q3
XLP,CAG,2020-09-30,2020-11-19,2099-12-31,1.003156726553,SEC-NPORT-2020q4
XLP,CAG,2020-12-31,2021-02-26,2099-12-31,.977682276874,SEC-NPORT-2021q1
XLP,CAG,2021-03-31,2021-05-28,2099-12-31,1.009504297452,SEC-NPORT-2021q2
XLP,CAG,2021-06-30,2021-08-27,2099-12-31,.956578543742,SEC-NPORT-2021q3
XLP,CAG,2021-09-30,2021-11-26,2099-12-31,.934497661186,SEC-NPORT-2021q4
XLP,CAG,2021-12-31,2022-02-25,2099-12-31,.797222911626,SEC-NPORT-2022q1
XLP,CAG,2022-03-31,2022-05-27,2099-12-31,.815194239883,SEC-NPORT-2022q2
XLP,CAG,2022-06-30,2022-08-26,2099-12-31,.843337323742,SEC-NPORT-2022q3
XLP,CAG,2022-09-30,2022-11-28,2099-12-31,.872449109774,SEC-NPORT-2022q4
XLP,CAG,2022-12-31,2023-02-28,2099-12-31,.932450981363,SEC-NPORT-2023q1
XLP,CAG,2023-03-31,2023-05-30,2099-12-31,.810731622232,SEC-NPORT-2023q2
XLP,CAG,2023-06-30,2023-08-28,2099-12-31,.740067936253,SEC-NPORT-2023q3
XLP,CAG,2023-09-30,2023-11-28,2099-12-31,.638526551003,SEC-NPORT-2023q4
XLP,CL,2019-09-30,2019-11-18,2099-12-31,3.686320658065,SEC-NPORT-2019q4
XLP,CL,2019-12-31,2020-02-28,2099-12-31,3.486196047504,SEC-NPORT-2020q1
XLP,CL,2020-03-31,2020-06-01,2099-12-31,3.844185275803,SEC-NPORT-2020q2
XLP,CL,2020-06-30,2020-08-27,2099-12-31,3.907124830686,SEC-NPORT-2020q3
XLP,CL,2020-09-30,2020-11-19,2099-12-31,3.803953694442,SEC-NPORT-2020q4
XLP,CL,2020-12-31,2021-02-26,2099-12-31,4.045492828288,SEC-NPORT-2021q1
XLP,CL,2021-03-31,2021-05-28,2099-12-31,3.675876602057,SEC-NPORT-2021q2
XLP,CL,2021-06-30,2021-08-27,2099-12-31,3.779121884563,SEC-NPORT-2021q3
XLP,CL,2021-09-30,2021-11-26,2099-12-31,3.662670785904,SEC-NPORT-2021q4
XLP,CL,2021-12-31,2022-02-25,2099-12-31,3.500436879968,SEC-NPORT-2022q1
XLP,CL,2022-03-31,2022-05-27,2099-12-31,3.235456514945,SEC-NPORT-2022q2
XLP,CL,2022-06-30,2022-08-26,2099-12-31,3.446719032744,SEC-NPORT-2022q3
XLP,CL,2022-09-30,2022-11-28,2099-12-31,3.259899436481,SEC-NPORT-2022q4
XLP,CL,2022-12-31,2023-02-28,2099-12-31,3.308423238871,SEC-NPORT-2023q1
XLP,CL,2023-03-31,2023-05-30,2099-12-31,2.842551737093,SEC-NPORT-2023q2
XLP,CL,2023-06-30,2023-08-28,2099-12-31,2.941171068764,SEC-NPORT-2023q3
XLP,CL,2023-09-30,2023-11-28,2099-12-31,2.864647437536,SEC-NPORT-2023q4
XLP,COTY,2019-09-30,2019-11-18,2099-12-31,.180677295493,SEC-NPORT-2019q4
XLP,COTY,2019-12-31,2020-02-28,2099-12-31,.196702822701,SEC-NPORT-2020q1
XLP,COTY,2020-03-31,2020-06-01,2099-12-31,.103090741302,SEC-NPORT-2020q2
XLP,COTY,2020-06-30,2020-08-27,2099-12-31,.08318740386,SEC-NPORT-2020q3
XLP,DG,2023-03-31,2023-05-30,2099-12-31,2.130832398961,SEC-NPORT-2023q2
XLP,DG,2023-06-30,2023-08-28,2099-12-31,1.712004994641,SEC-NPORT-2023q3
XLP,DG,2023-09-30,2023-11-28,2099-12-31,1.130824890861,SEC-NPORT-2023q4
XLP,DLTR,2023-03-31,2023-05-30,2099-12-31,1.351706135421,SEC-NPORT-2023q2
XLP,DLTR,2023-06-30,2023-08-28,2099-12-31,1.373145132841,SEC-NPORT-2023q3
XLP,DLTR,2023-09-30,2023-11-28,2099-12-31,1.084717916154,SEC-NPORT-2023q4
XLP,GIS,2019-09-30,2019-11-18,2099-12-31,1.944175202552,SEC-NPORT-2019q4
XLP,GIS,2019-12-31,2020-02-28,2099-12-31,1.912354593798,SEC-NPORT-2020q1
XLP,GIS,2020-03-31,2020-06-01,2099-12-31,2.155758453209,SEC-NPORT-2020q2
XLP,GIS,2020-06-30,2020-08-27,2099-12-31,2.326760106441,SEC-NPORT-2020q3
XLP,GIS,2020-09-30,2020-11-19,2099-12-31,2.166924142688,SEC-NPORT-2020q4
XLP,GIS,2020-12-31,2021-02-26,2099-12-31,1.983891822419,SEC-NPORT-2021q1
XLP,GIS,2021-03-31,2021-05-28,2099-12-31,2.060299702025,SEC-NPORT-2021q2
XLP,GIS,2021-06-30,2021-08-27,2099-12-31,2.040873093462,SEC-NPORT-2021q3
XLP,GIS,2021-09-30,2021-11-26,2099-12-31,2.083194556383,SEC-NPORT-2021q4
XLP,GIS,2021-12-31,2022-02-25,2099-12-31,1.986103050468,SEC-NPORT-2022q1
XLP,GIS,2022-03-31,2022-05-27,2099-12-31,2.067885507411,SEC-NPORT-2022q2
XLP,GIS,2022-06-30,2022-08-26,2099-12-31,2.332154244135,SEC-NPORT-2022q3
XLP,GIS,2022-09-30,2022-11-28,2099-12-31,2.538942239078,SEC-NPORT-2022q4
XLP,GIS,2022-12-31,2023-02-28,2099-12-31,2.502047144863,SEC-NPORT-2023q1
XLP,GIS,2023-03-31,2023-05-30,2099-12-31,2.281937668016,SEC-NPORT-2023q2
XLP,GIS,2023-06-30,2023-08-28,2099-12-31,2.074247692368,SEC-NPORT-2023q3
XLP,GIS,2023-09-30,2023-11-28,2099-12-31,1.824768780035,SEC-NPORT-2023q4
XLP,KDP,2022-06-30,2022-08-26,2099-12-31,1.339893009785,SEC-NPORT-2022q3
XLP,KDP,2022-09-30,2022-11-28,2099-12-31,1.693158468878,SEC-NPORT-2022q4
XLP,KDP,2022-12-31,2023-02-28,2099-12-31,1.523419812349,SEC-NPORT-2023q1
XLP,KDP,2023-03-31,2023-05-30,2099-12-31,1.357690035146,SEC-NPORT-2023q2
XLP,KDP,2023-06-30,2023-08-28,2099-12-31,1.218935666423,SEC-NPORT-2023q3
XLP,KDP,2023-09-30,2023-11-28,2099-12-31,1.547704305274,SEC-NPORT-2023q4
XLP,KMB,2019-09-30,2019-11-18,2099-12-31,2.857655109546,SEC-NPORT-2019q4
XLP,KMB,2019-12-31,2020-02-28,2099-12-31,2.786037244502,SEC-NPORT-2020q1
XLP,KMB,2020-03-31,2020-06-01,2099-12-31,2.962877607538,SEC-NPORT-2020q2
XLP,KMB,2020-06-30,2020-08-27,2099-12-31,2.997217547759,SEC-NPORT-2020q3
XLP,KMB,2020-09-30,2020-11-19,2099-12-31,2.896025247527,SEC-NPORT-2020q4
XLP,KMB,2020-12-31,2021-02-26,2099-12-31,2.53122935462,SEC-NPORT-2021q1
XLP,KMB,2021-03-31,2021-05-28,2099-12-31,2.582679433157,SEC-NPORT-2021q2
XLP,KMB,2021-06-30,2021-08-27,2099-12-31,2.478837004674,SEC-NPORT-2021q3
XLP,KMB,2021-09-30,2021-11-26,2099-12-31,2.559805230254,SEC-NPORT-2021q4
XLP,KMB,2021-12-31,2022-02-25,2099-12-31,2.342011850261,SEC-NPORT-2022q1
XLP,KMB,2022-03-31,2022-05-27,2099-12-31,2.099783242579,SEC-NPORT-2022q2
XLP,KMB,2022-06-30,2022-08-26,2099-12-31,2.337169230991,SEC-NPORT-2022q3
XLP,KMB,2022-09-30,2022-11-28,2099-12-31,2.112581598246,SEC-NPORT-2022q4
XLP,KMB,2022-12-31,2023-02-28,2099-12-31,2.303366209373,SEC-NPORT-2023q1
XLP,KMB,2023-03-31,2023-05-30,2099-12-31,2.051569565527,SEC-NPORT-2023q2
XLP,KMB,2023-06-30,2023-08-28,2099-12-31,2.143575752253,SEC-NPORT-2023q3
XLP,KMB,2023-09-30,2023-11-28,2099-12-31,1.991532970174,SEC-NPORT-2023q4
XLP,KVUE,2023-09-30,2023-11-28,2099-12-31,1.68637423408,SEC-NPORT-2023q4
XLP,LW,2019-09-30,2019-11-18,2099-12-31,.619118684219,SEC-NPORT-2019q4
XLP,LW,2019-12-31,2020-02-28,2099-12-31,.743327329907,SEC-NPORT-2020q1
XLP,LW,2020-03-31,2020-06-01,2099-12-31,.563737495002,SEC-NPORT-2020q2
XLP,LW,2020-06-30,2020-08-27,2099-12-31,.581342606093,SEC-NPORT-2020q3
XLP,LW,2020-09-30,2020-11-19,2099-12-31,.553398049724,SEC-NPORT-2020q4
XLP,LW,2020-12-31,2021-02-26,2099-12-31,.636005269103,SEC-NPORT-2021q1
XLP,LW,2021-03-31,2021-05-28,2099-12-31,.623120989186,SEC-NPORT-2021q2
XLP,LW,2021-06-30,2021-08-27,2099-12-31,.647932487729,SEC-NPORT-2021q3
XLP,LW,2021-09-30,2021-11-26,2099-12-31,.514388377183,SEC-NPORT-2021q4
XLP,LW,2021-12-31,2022-02-25,2099-12-31,.451022367396,SEC-NPORT-2022q1
XLP,LW,2022-03-31,2022-05-27,2099-12-31,.434974318608,SEC-NPORT-2022q2
XLP,LW,2022-06-30,2022-08-26,2099-12-31,.529802476778,SEC-NPORT-2022q3
XLP,LW,2022-09-30,2022-11-28,2099-12-31,.618665280097,SEC-NPORT-2022q4
XLP,LW,2022-12-31,2023-02-28,2099-12-31,.646146869956,SEC-NPORT-2023q1
XLP,LW,2023-03-31,2023-05-30,2099-12-31,.680656241367,SEC-NPORT-2023q2
XLP,LW,2023-06-30,2023-08-28,2099-12-31,.770829078838,SEC-NPORT-2023q3
XLP,LW,2023-09-30,2023-11-28,2099-12-31,.656926682063,SEC-NPORT-2023q4
XLP,MDLZ,2019-09-30,2019-11-18,2099-12-31,4.662784298306,SEC-NPORT-2019q4
XLP,MDLZ,2019-12-31,2020-02-28,2099-12-31,4.686452832205,SEC-NPORT-2020q1
XLP,MDLZ,2020-03-31,2020-06-01,2099-12-31,4.873828951873,SEC-NPORT-2020q2
XLP,MDLZ,2020-06-30,2020-08-27,2099-12-31,4.544537561029,SEC-NPORT-2020q3
XLP,MDLZ,2020-09-30,2020-11-19,2099-12-31,4.71890547868,SEC-NPORT-2020q4
XLP,MDLZ,2020-12-31,2021-02-26,2099-12-31,4.615346496229,SEC-NPORT-2021q1
XLP,MDLZ,2021-03-31,2021-05-28,2099-12-31,4.541814765433,SEC-NPORT-2021q2
XLP,MDLZ,2021-06-30,2021-08-27,2099-12-31,4.432928895181,SEC-NPORT-2021q3
XLP,MDLZ,2021-09-30,2021-11-26,2099-12-31,4.671277614586,SEC-NPORT-2021q4
XLP,MDLZ,2021-12-31,2022-02-25,2099-12-31,4.501626277819,SEC-NPORT-2022q1
XLP,MDLZ,2022-03-31,2022-05-27,2099-12-31,4.412182467249,SEC-NPORT-2022q2
XLP,MDLZ,2022-06-30,2022-08-26,2099-12-31,4.41040569439,SEC-NPORT-2022q3
XLP,MDLZ,2022-09-30,2022-11-28,2099-12-31,4.180715501039,SEC-NPORT-2022q4
XLP,MDLZ,2022-12-31,2023-02-28,2099-12-31,4.575935130598,SEC-NPORT-2023q1
XLP,MDLZ,2023-03-31,2023-05-30,2099-12-31,4.304579559183,SEC-NPORT-2023q2
XLP,MDLZ,2023-06-30,2023-08-28,2099-12-31,4.395930173116,SEC-NPORT-2023q3
XLP,MDLZ,2023-09-30,2023-11-28,2099-12-31,4.60081585262,SEC-NPORT-2023q4
XLP,MNST,2019-09-30,2019-11-18,2099-12-31,1.312757955426,SEC-NPORT-2019q4
XLP,MNST,2019-12-31,2020-02-28,2099-12-31,1.435124293205,SEC-NPORT-2020q1
XLP,MNST,2020-03-31,2020-06-01,2099-12-31,1.451707677256,SEC-NPORT-2020q2
XLP,MNST,2020-06-30,2020-08-27,2099-12-31,1.613625931279,SEC-NPORT-2020q3
XLP,MNST,2020-09-30,2020-11-19,2099-12-31,1.702667379449,SEC-NPORT-2020q4
XLP,MNST,2020-12-31,2021-02-26,2099-12-31,1.886295151345,SEC-NPORT-2021q1
XLP,MNST,2021-03-31,2021-05-28,2099-12-31,1.850551331896,SEC-NPORT-2021q2
XLP,MNST,2021-06-30,2021-08-27,2099-12-31,1.856040315931,SEC-NPORT-2021q3
XLP,MNST,2021-09-30,2021-11-26,2099-12-31,1.915972087253,SEC-NPORT-2021q4
XLP,MNST,2021-12-31,2022-02-25,2099-12-31,1.755918428269,SEC-NPORT-2022q1
XLP,MNST,2022-03-31,2022-05-27,2099-12-31,1.519586830427,SEC-NPORT-2022q2
XLP,MNST,2022-06-30,2022-08-26,2099-12-31,1.789333990951,SEC-NPORT-2022q3
XLP,MNST,2022-09-30,2022-11-28,2099-12-31,1.860742871183,SEC-NPORT-2022q4
XLP,MNST,2022-12-31,2023-02-28,2099-12-31,1.944128694291,SEC-NPORT-2023q1
XLP,MNST,2023-03-31,2023-05-30,2099-12-31,1.863215155575,SEC-NPORT-2023q2
XLP,MNST,2023-06-30,2023-08-28,2099-12-31,2.019831808647,SEC-NPORT-2023q3
XLP,MNST,2023-09-30,2023-11-28,2099-12-31,1.919064374196,SEC-NPORT-2023q4
XLP,MO,2019-09-30,2019-11-18,2099-12-31,4.465581127727,SEC-NPORT-2019q4
XLP,MO,2019-12-31,2020-02-28,2099-12-31,4.417942454396,SEC-NPORT-2020q1
XLP,MO,2020-03-31,2020-06-01,2099-12-31,4.88288522156,SEC-NPORT-2020q2
XLP,MO,2020-06-30,2020-08-27,2099-12-31,4.541703717216,SEC-NPORT-2020q3
XLP,MO,2020-09-30,2020-11-19,2099-12-31,4.129500034793,SEC-NPORT-2020q4
XLP,MO,2020-12-31,2021-02-26,2099-12-31,4.205490785237,SEC-NPORT-2021q1
XLP,MO,2021-03-31,2021-05-28,2099-12-31,4.586611686433,SEC-NPORT-2021q2
XLP,MO,2021-06-30,2021-08-27,2099-12-31,4.338813947265,SEC-NPORT-2021q3
XLP,MO,2021-09-30,2021-11-26,2099-12-31,4.193992133988,SEC-NPORT-2021q4
XLP,MO,2021-12-31,2022-02-25,2099-12-31,4.23655279085,SEC-NPORT-2022q1
XLP,MO,2022-03-31,2022-05-27,2099-12-31,4.36497049646,SEC-NPORT-2022q2
XLP,MO,2022-06-30,2022-08-26,2099-12-31,3.881686477091,SEC-NPORT-2022q3
XLP,MO,2022-09-30,2022-11-28,2099-12-31,4.045494953955,SEC-NPORT-2022q4
XLP,MO,2022-12-31,2023-02-28,2099-12-31,4.118495185746,SEC-NPORT-2023q1
XLP,MO,2023-03-31,2023-05-30,2099-12-31,3.608069102292,SEC-NPORT-2023q2
XLP,MO,2023-06-30,2023-08-28,2099-12-31,3.721344364599,SEC-NPORT-2023q3
XLP,MO,2023-09-30,2023-11-28,2099-12-31,3.63640687756,SEC-NPORT-2023q4
XLP,PEP,2019-09-30,2019-11-18,2099-12-31,10.17737998025,SEC-NPORT-2019q4
XLP,PEP,2019-12-31,2020-02-28,2099-12-31,9.84527890758,SEC-NPORT-2020q1
XLP,PEP,2020-03-31,2020-06-01,2099-12-31,9.986869794056,SEC-NPORT-2020q2
XLP,PEP,2020-06-30,2020-08-27,2099-12-31,10.22504416407,SEC-NPORT-2020q3
XLP,PEP,2020-09-30,2020-11-19,2099-12-31,9.77555279639,SEC-NPORT-2020q4
XLP,PEP,2020-12-31,2021-02-26,2099-12-31,9.899894264526,SEC-NPORT-2021q1
XLP,PEP,2021-03-31,2021-05-28,2099-12-31,9.412649099405,SEC-NPORT-2021q2
XLP,PEP,2021-06-30,2021-08-27,2099-12-31,9.604363090178,SEC-NPORT-2021q3
XLP,PEP,2021-09-30,2021-11-26,2099-12-31,9.798388668446,SEC-NPORT-2021q4
XLP,PEP,2021-12-31,2022-02-25,2099-12-31,10.08667313901,SEC-NPORT-2022q1
XLP,PEP,2022-03-31,2022-05-27,2099-12-31,9.915660966403,SEC-NPORT-2022q2
XLP,PEP,2022-06-30,2022-08-26,2099-12-31,10.28984638094,SEC-NPORT-2022q3
XLP,PEP,2022-09-30,2022-11-28,2099-12-31,10.83475652846,SEC-NPORT-2022q4
XLP,PEP,2022-12-31,2023-02-28,2099-12-31,10.71914593594,SEC-NPORT-2023q1
XLP,PEP,2023-03-31,2023-05-30,2099-12-31,10.06432535277,SEC-NPORT-2023q2
XLP,PEP,2023-06-30,2023-08-28,2099-12-31,10.27241434411,SEC-NPORT-2023q3
XLP,PEP,2023-09-30,2023-11-28,2099-12-31,9.853868666934,SEC-NPORT-2023q4
XLP,PM,2019-09-30,2019-11-18,2099-12-31,4.611881382192,SEC-NPORT-2019q4
XLP,PM,2019-12-31,2020-02-28,2099-12-31,4.462054508931,SEC-NPORT-2020q1
XLP,PM,2020-03-31,2020-06-01,2099-12-31,4.639757970192,SEC-NPORT-2020q2
XLP,PM,2020-06-30,2020-08-27,2099-12-31,4.386598121348,SEC-NPORT-2020q3
XLP,PM,2020-09-30,2020-11-19,2099-12-31,4.15953746046,SEC-NPORT-2020q4
XLP,PM,2020-12-31,2021-02-26,2099-12-31,4.329861411152,SEC-NPORT-2021q1
XLP,PM,2021-03-31,2021-05-28,2099-12-31,4.384689894792,SEC-NPORT-2021q2
XLP,PM,2021-06-30,2021-08-27,2099-12-31,4.540431377463,SEC-NPORT-2021q3
XLP,PM,2021-09-30,2021-11-26,2099-12-31,4.266859032318,SEC-NPORT-2021q4
XLP,PM,2021-12-31,2022-02-25,2099-12-31,4.532900821181,SEC-NPORT-2022q1
XLP,PM,2022-03-31,2022-05-27,2099-12-31,4.457658214335,SEC-NPORT-2022q2
XLP,PM,2022-06-30,2022-08-26,2099-12-31,4.28918900579,SEC-NPORT-2022q3
XLP,PM,2022-09-30,2022-11-28,2099-12-31,4.235455027752,SEC-NPORT-2022q4
XLP,PM,2022-12-31,2023-02-28,2099-12-31,4.502518264204,SEC-NPORT-2023q1
XLP,PM,2023-03-31,2023-05-30,2099-12-31,4.212459501066,SEC-NPORT-2023q2
XLP,PM,2023-06-30,2023-08-28,2099-12-31,4.636636693974,SEC-NPORT-2023q3
XLP,PM,2023-09-30,2023-11-28,2099-12-31,4.595621233559,SEC-NPORT-2023q4
XLP,STZ,2019-09-30,2019-11-18,2099-12-31,2.026036036611,SEC-NPORT-2019q4
XLP,STZ,2019-12-31,2020-02-28,2099-12-31,1.877437738159,SEC-NPORT-2020q1
XLP,STZ,2020-03-31,2020-06-01,2099-12-31,1.623033450454,SEC-NPORT-2020q2
XLP,STZ,2020-06-30,2020-08-27,2099-12-31,1.829627393207,SEC-NPORT-2020q3
XLP,STZ,2020-09-30,2020-11-19,2099-12-31,1.831054288243,SEC-NPORT-2020q4
XLP,STZ,2020-12-31,2021-02-26,2099-12-31,2.049302163236,SEC-NPORT-2021q1
XLP,STZ,2021-03-31,2021-05-28,2099-12-31,2.130392974446,SEC-NPORT-2021q2
XLP,STZ,2021-06-30,2021-08-27,2099-12-31,2.170597234475,SEC-NPORT-2021q3
XLP,STZ,2021-09-30,2021-11-26,2099-12-31,2.039744803627,SEC-NPORT-2021q4
XLP,STZ,2021-12-31,2022-02-25,2099-12-31,2.006292131285,SEC-NPORT-2022q1
XLP,STZ,2022-03-31,2022-05-27,2099-12-31,1.916137894214,SEC-NPORT-2022q2
XLP,STZ,2022-06-30,2022-08-26,2099-12-31,1.947115212806,SEC-NPORT-2022q3
XLP,STZ,2022-09-30,2022-11-28,2099-12-31,2.035853644141,SEC-NPORT-2022q4
XLP,STZ,2022-12-31,2023-02-28,2099-12-31,1.891342393624,SEC-NPORT-2023q1
XLP,STZ,2023-03-31,2023-05-30,2099-12-31,1.660845207649,SEC-NPORT-2023q2
XLP,STZ,2023-06-30,2023-08-28,2099-12-31,1.833046508952,SEC-NPORT-2023q3
XLP,STZ,2023-09-30,2023-11-28,2099-12-31,1.975578007493,SEC-NPORT-2023q4
XLP,SYY,2019-09-30,2019-11-18,2099-12-31,2.381484170755,SEC-NPORT-2019q4
XLP,SYY,2019-12-31,2020-02-28,2099-12-31,2.578686065445,SEC-NPORT-2020q1
XLP,SYY,2020-03-31,2020-06-01,2099-12-31,1.573655480291,SEC-NPORT-2020q2
XLP,SYY,2020-06-30,2020-08-27,2099-12-31,1.727661626667,SEC-NPORT-2020q3
XLP,SYY,2020-09-30,2020-11-19,2099-12-31,1.819618551925,SEC-NPORT-2020q4
XLP,SYY,2020-12-31,2021-02-26,2099-12-31,2.087739790827,SEC-NPORT-2021q1
XLP,SYY,2021-03-31,2021-05-28,2099-12-31,2.208455983313,SEC-NPORT-2021q2
XLP,SYY,2021-06-30,2021-08-27,2099-12-31,2.184215404957,SEC-NPORT-2021q3
XLP,SYY,2021-09-30,2021-11-26,2099-12-31,2.306737207705,SEC-NPORT-2021q4
XLP,SYY,2021-12-31,2022-02-25,2099-12-31,1.959756764304,SEC-NPORT-2022q1
XLP,SYY,2022-03-31,2022-05-27,2099-12-31,2.097409319306,SEC-NPORT-2022q2
XLP,SYY,2022-06-30,2022-08-26,2099-12-31,2.215113925027,SEC-NPORT-2022q3
XLP,SYY,2022-09-30,2022-11-28,2099-12-31,2.004183426472,SEC-NPORT-2022q4
XLP,SYY,2022-12-31,2023-02-28,2099-12-31,1.947738299375,SEC-NPORT-2023q1
XLP,SYY,2023-03-31,2023-05-30,2099-12-31,1.775403792418,SEC-NPORT-2023q2
XLP,SYY,2023-06-30,2023-08-28,2099-12-31,1.727512614928,SEC-NPORT-2023q3
XLP,SYY,2023-09-30,2023-11-28,2099-12-31,1.625786324451,SEC-NPORT-2023q4
XLP,TAP-A,2020-03-31,2020-06-01,2099-12-31,.495333436359,SEC-NPORT-2020q2
XLP,TAP-A,2020-06-30,2020-08-27,2099-12-31,.402340599061,SEC-NPORT-2020q3
XLP,TAP-A,2020-09-30,2020-11-19,2099-12-31,.360791155227,SEC-NPORT-2020q4
XLP,TAP-A,2020-12-31,2021-02-26,2099-12-31,.469294943135,SEC-NPORT-2021q1
XLP,TAP-A,2021-03-31,2021-05-28,2099-12-31,.529071756848,SEC-NPORT-2021q2
XLP,TAP-A,2021-06-30,2021-08-27,2099-12-31,.555342372891,SEC-NPORT-2021q3
XLP,TAP-A,2021-09-30,2021-11-26,2099-12-31,.500340188217,SEC-NPORT-2021q4
XLP,TAP-A,2021-12-31,2022-02-25,2099-12-31,.425476252855,SEC-NPORT-2022q1
XLP,TAP-A,2022-03-31,2022-05-27,2099-12-31,.509108257492,SEC-NPORT-2022q2
XLP,TAP-A,2022-06-30,2022-08-26,2099-12-31,.526909992928,SEC-NPORT-2022q3
XLP,TAP-A,2022-09-30,2022-11-28,2099-12-31,.502970370386,SEC-NPORT-2022q4
XLP,TAP-A,2022-12-31,2023-02-28,2099-12-31,.486969406242,SEC-NPORT-2023q1
XLP,TAP-A,2023-03-31,2023-05-30,2099-12-31,.439759796287,SEC-NPORT-2023q2
XLP,TAP-A,2023-06-30,2023-08-28,2099-12-31,.566152187604,SEC-NPORT-2023q3
XLP,TAP-A,2023-09-30,2023-11-28,2099-12-31,.57518116527,SEC-NPORT-2023q4
XLP,TGT,2023-03-31,2023-05-30,2099-12-31,3.400697529736,SEC-NPORT-2023q2
XLP,TGT,2023-06-30,2023-08-28,2099-12-31,2.801691245147,SEC-NPORT-2023q3
XLP,TGT,2023-09-30,2023-11-28,2099-12-31,2.486923474091,SEC-NPORT-2023q4
XLP,TSN,2019-09-30,2019-11-18,2099-12-31,1.483524239668,SEC-NPORT-2019q4
XLP,TSN,2019-12-31,2020-02-28,2099-12-31,1.589690462166,SEC-NPORT-2020q1
XLP,TSN,2020-03-31,2020-06-01,2099-12-31,1.154645795505,SEC-NPORT-2020q2
XLP,TSN,2020-06-30,2020-08-27,2099-12-31,1.094201077788,SEC-NPORT-2020q3
XLP,TSN,2020-09-30,2020-11-19,2099-12-31,1.002626535807,SEC-NPORT-2020q4
XLP,TSN,2020-12-31,2021-02-26,2099-12-31,1.046106887259,SEC-NPORT-2021q1
XLP,TSN,2021-03-31,2021-05-28,2099-12-31,1.203344794254,SEC-NPORT-2021q2
XLP,TSN,2021-06-30,2021-08-27,2099-12-31,1.193997045757,SEC-NPORT-2021q3
XLP,TSN,2021-09-30,2021-11-26,2099-12-31,1.336761821239,SEC-NPORT-2021q4
XLP,TSN,2021-12-31,2022-02-25,2099-12-31,1.250517744287,SEC-NPORT-2022q1
XLP,TSN,2022-03-31,2022-05-27,2099-12-31,1.326987979448,SEC-NPORT-2022q2
XLP,TSN,2022-06-30,2022-08-26,2099-12-31,1.28780434889,SEC-NPORT-2022q3
XLP,TSN,2022-09-30,2022-11-28,2099-12-31,1.062306898487,SEC-NPORT-2022q4
XLP,TSN,2022-12-31,2023-02-28,2099-12-31,.906398638834,SEC-NPORT-2023q1
XLP,TSN,2023-03-31,2023-05-30,2099-12-31,.766925799751,SEC-NPORT-2023q2
XLP,TSN,2023-06-30,2023-08-28,2099-12-31,.670833337811,SEC-NPORT-2023q3
XLP,TSN,2023-09-30,2023-11-28,2099-12-31,.702575948645,SEC-NPORT-2023q4
XLP,WMT,2019-09-30,2019-11-18,2099-12-31,8.961095397263,SEC-NPORT-2019q4
XLP,WMT,2019-12-31,2020-02-28,2099-12-31,8.708992862593,SEC-NPORT-2020q1
XLP,WMT,2020-03-31,2020-06-01,2099-12-31,9.611739051751,SEC-NPORT-2020q2
XLP,WMT,2020-06-30,2020-08-27,2099-12-31,9.45025442539,SEC-NPORT-2020q3
XLP,WMT,2020-09-30,2020-11-19,2099-12-31,9.895719206943,SEC-NPORT-2020q4
XLP,WMT,2020-12-31,2021-02-26,2099-12-31,9.653461320687,SEC-NPORT-2021q1
XLP,WMT,2021-03-31,2021-05-28,2099-12-31,9.082925326227,SEC-NPORT-2021q2
XLP,WMT,2021-06-30,2021-08-27,2099-12-31,9.084046879963,SEC-NPORT-2021q3
XLP,WMT,2021-09-30,2021-11-26,2099-12-31,9.388550941251,SEC-NPORT-2021q4
XLP,WMT,2021-12-31,2022-02-25,2099-12-31,4.407676147411,SEC-NPORT-2022q1
XLP,WMT,2022-03-31,2022-05-27,2099-12-31,4.420401727905,SEC-NPORT-2022q2
XLP,WMT,2022-06-30,2022-08-26,2099-12-31,4.440718792207,SEC-NPORT-2022q3
XLP,WMT,2022-09-30,2022-11-28,2099-12-31,4.693870189933,SEC-NPORT-2022q4
XLP,WMT,2022-12-31,2023-02-28,2099-12-31,4.431675671553,SEC-NPORT-2023q1
XLP,WMT,2023-03-31,2023-05-30,2099-12-31,4.586044626587,SEC-NPORT-2023q2
XLP,WMT,2023-06-30,2023-08-28,2099-12-31,4.515237325026,SEC-NPORT-2023q3
XLP,WMT,2023-09-30,2023-11-28,2099-12-31,9.642784645932,SEC-NPORT-2023q4
XLRE,AIV,2019-09-30,2019-11-18,2099-12-31,.973046127871,SEC-NPORT-2019q4
XLRE,AIV,2019-12-31,2020-02-28,2099-12-31,.978626505569,SEC-NPORT-2020q1
XLRE,AIV,2020-03-31,2020-06-01,2099-12-31,.814489421753,SEC-NPORT-2020q2
XLRE,ARE,2019-09-30,2019-11-18,2099-12-31,2.190105830467,SEC-NPORT-2019q4
XLRE,ARE,2019-12-31,2020-02-28,2099-12-31,2.367593292262,SEC-NPORT-2020q1
XLRE,ARE,2020-03-31,2020-06-01,2099-12-31,2.598708284318,SEC-NPORT-2020q2
XLRE,ARE,2020-06-30,2020-08-27,2099-12-31,2.801684174985,SEC-NPORT-2020q3
XLRE,ARE,2020-09-30,2020-11-19,2099-12-31,2.544265716143,SEC-NPORT-2020q4
XLRE,ARE,2020-12-31,2021-02-26,2099-12-31,2.868188980839,SEC-NPORT-2021q1
